worker	iteration	scenario_id	latency_ns
0-3	18	abac-009	144422
0-3	19	abac-010	137632
1-0	0	abac-001	1040210
1-0	1	abac-002	159292
1-0	2	abac-003	143472
1-0	3	abac-004	137982
1-0	4	abac-005	135100
1-0	5	abac-006	133121
1-0	6	abac-007	133331
1-0	7	abac-008	149292
1-0	8	abac-009	135261
1-0	9	abac-010	138121
1-0	10	abac-001	134882
1-0	11	abac-002	133621
1-0	12	abac-003	134201
1-0	13	abac-004	133012
1-0	14	abac-005	148961
1-0	15	abac-006	133271
1-0	16	abac-007	133002
1-0	17	abac-008	132301
1-0	18	abac-009	132391
1-0	19	abac-010	134481
1-1	0	abac-001	1038490
1-1	1	abac-002	156171
1-1	2	abac-003	142561
1-1	3	abac-004	154162
1-1	4	abac-005	135562
1-1	5	abac-006	132881
1-1	6	abac-007	132591
1-1	7	abac-008	134141
1-1	8	abac-009	133461
1-1	9	abac-010	138641
1-1	10	abac-001	147302
1-1	11	abac-002	133931
1-1	12	abac-003	134641
1-1	13	abac-004	132522
1-1	14	abac-005	137371
1-1	15	abac-006	132361
1-1	16	abac-007	132472
1-1	17	abac-008	131811
1-1	18	abac-009	144441
1-1	19	abac-010	135711
1-2	0	abac-001	1002139
1-2	1	abac-002	161112
1-2	2	abac-003	145451
1-2	3	abac-004	140101
1-2	4	abac-005	137222
1-2	5	abac-006	151901
1-2	6	abac-007	136372
1-2	7	abac-008	136601
1-2	8	abac-009	136081
1-2	9	abac-010	140312
1-2	10	abac-001	137421
1-2	11	abac-002	135621
1-2	12	abac-003	148122
1-2	13	abac-004	135301
1-2	14	abac-005	141512
1-2	15	abac-006	135121
1-2	16	abac-007	135170
1-2	17	abac-008	238532
1-2	18	abac-009	207931
1-2	19	abac-010	159592
1-3	0	abac-001	1004159
1-3	1	abac-002	160252
1-3	2	abac-003	143151
1-3	3	abac-004	138001
1-3	4	abac-005	135432
1-3	5	abac-006	133742
1-3	6	abac-007	133721
1-3	7	abac-008	149901
1-3	8	abac-009	134991
1-3	9	abac-010	139152
1-3	10	abac-001	135333
1-3	11	abac-002	133750
1-3	12	abac-003	632476
1-3	13	abac-004	155411
1-3	14	abac-005	150592
1-3	15	abac-006	137281
1-3	16	abac-007	135271
1-3	17	abac-008	133652
1-3	18	abac-009	155481
1-3	19	abac-010	138211
2-0	0	abac-001	1026430
2-0	1	abac-002	160921
2-0	2	abac-003	143001
2-0	3	abac-004	138232
2-0	4	abac-005	136081
2-0	5	abac-006	134161
2-0	6	abac-007	134342
2-0	7	abac-008	148891
2-0	8	abac-009	135571
2-0	9	abac-010	138892
2-0	10	abac-001	136500
2-0	11	abac-002	134651
2-0	12	abac-003	135581
2-0	13	abac-004	133803
2-0	14	abac-005	149891
2-0	15	abac-006	134881
2-0	16	abac-007	134153
2-0	17	abac-008	133172
2-0	18	abac-009	133441
2-0	19	abac-010	136521
2-1	0	abac-001	1005099
2-1	1	abac-002	161691
2-1	2	abac-003	196233
2-1	3	abac-004	142932
2-1	4	abac-005	155802
2-1	5	abac-006	136942
2-1	6	abac-007	136101
2-1	7	abac-008	137792
2-1	8	abac-009	136271
2-1	9	abac-010	141091
2-1	10	abac-001	137022
2-1	11	abac-002	135781
2-1	12	abac-003	150421
2-1	13	abac-004	135502
2-1	14	abac-005	140061
2-1	15	abac-006	135321
2-1	16	abac-007	135451
2-1	17	abac-008	134461
2-1	18	abac-009	134771
2-1	19	abac-010	151291
2-2	0	abac-001	1001140
2-2	1	abac-002	179042
2-2	2	abac-003	144511
2-2	3	abac-004	139431
2-2	4	abac-005	136743
2-2	5	abac-006	134710
2-2	6	abac-007	134622
2-2	7	abac-008	148343
2-2	8	abac-009	135601
2-2	9	abac-010	139331
2-2	10	abac-001	136622
2-2	11	abac-002	134773
2-2	12	abac-003	135740
2-2	13	abac-004	133970
2-2	14	abac-005	139722
2-2	15	abac-006	148361
2-2	16	abac-007	134551
2-2	17	abac-008	614096
2-2	18	abac-009	165492
2-2	19	abac-010	145561
2-3	0	abac-001	972919
2-3	1	abac-002	161422
2-3	2	abac-003	145841
2-3	3	abac-004	140352
2-3	4	abac-005	137972
2-3	5	abac-006	152422
2-3	6	abac-007	136700
2-3	7	abac-008	137512
2-3	8	abac-009	136302
2-3	9	abac-010	139972
2-3	10	abac-001	137202
2-3	11	abac-002	135881
2-3	12	abac-003	152511
2-3	13	abac-004	135822
2-3	14	abac-005	141821
2-3	15	abac-006	135851
2-3	16	abac-007	135482
2-3	17	abac-008	198792
2-3	18	abac-009	136401
2-3	19	abac-010	155412
