worker	iteration	scenario_id	latency_ns
0	0	abac-001	1861367539
0	1	abac-002	1680254235
0	2	abac-003	1617668266
0	3	abac-004	1483471270
0	4	abac-005	1518054946
0	5	abac-006	1443120185
0	6	abac-007	1481950323
0	7	abac-008	1518334310
0	8	abac-009	1479018354
0	9	abac-010	1493684706
0	10	abac-001	1583099534
0	11	abac-002	1530795152
0	12	abac-003	1555380058
0	13	abac-004	1507322088
0	14	abac-005	1475958513
0	15	abac-006	1490836428
0	16	abac-007	1457608259
0	17	abac-008	1655923604
0	18	abac-009	1513609656
0	19	abac-010	1565728553
1	0	abac-001	1789428784
1	1	abac-002	1518325172
1	2	abac-003	1510842546
1	3	abac-004	1566743041
1	4	abac-005	1500608032
1	5	abac-006	1495980086
1	6	abac-007	1537277292
1	7	abac-008	1513362407
1	8	abac-009	1526413211
1	9	abac-010	1672348338
1	10	abac-001	1453630831
1	11	abac-002	1534710503
1	12	abac-003	1498281113
1	13	abac-004	1449782138
1	14	abac-005	1531176935
1	15	abac-006	1544645898
1	16	abac-007	1474256412
1	17	abac-008	1469067596
1	18	abac-009	1474188329
1	19	abac-010	1770882286
0	0	abac-001	1555263666
0	1	abac-002	1498466877
0	2	abac-003	1508537626
0	3	abac-004	1565977038
0	4	abac-005	1574934386
0	5	abac-006	1462386254
0	6	abac-007	1528007049
0	7	abac-008	1545542824
0	8	abac-009	1535510217
0	9	abac-010	1598815072
0	10	abac-001	1519867822
0	11	abac-002	1560691368
0	12	abac-003	1516665327
0	13	abac-004	1583279750
0	14	abac-005	1513198019
0	15	abac-006	1459293191
0	16	abac-007	1473173566
0	17	abac-008	1510634358
0	18	abac-009	1617071300
0	19	abac-010	1482046700
1	0	abac-001	1532887311
1	1	abac-002	1581256849
1	2	abac-003	1620990249
1	3	abac-004	1596297852
1	4	abac-005	1670036902
1	5	abac-006	1573847958
1	6	abac-007	1639410325
1	7	abac-008	1628417012
1	8	abac-009	1649216686
1	9	abac-010	1516274111
1	10	abac-001	1629486289
1	11	abac-002	1535636378
1	12	abac-003	1494537001
1	13	abac-004	1455727762
1	14	abac-005	1491500175
1	15	abac-006	1535892798
1	16	abac-007	1506199460
1	17	abac-008	1457070340
1	18	abac-009	1569121792
1	19	abac-010	1519890653
0	0	abac-001	1416077244
0	1	abac-002	1503829616
0	2	abac-003	1632443983
0	3	abac-004	1569904269
0	4	abac-005	1461430665
0	5	abac-006	1521409473
0	6	abac-007	1477700806
0	7	abac-008	1492044159
0	8	abac-009	1545079793
0	9	abac-010	1483724555
0	10	abac-001	1521457794
0	11	abac-002	1431872174
0	12	abac-003	1501976396
0	13	abac-004	1526592203
0	14	abac-005	1427869830
0	15	abac-006	1449145848
0	16	abac-007	1491042217
0	17	abac-008	1547402102
0	18	abac-009	1493885802
0	19	abac-010	1557845393
1	0	abac-001	1569469097
1	1	abac-002	1597959034
1	2	abac-003	1470567459
1	3	abac-004	1578876367
1	4	abac-005	1519528255
1	5	abac-006	1577341880
1	6	abac-007	1491668740
1	7	abac-008	1447869623
1	8	abac-009	1536790115
1	9	abac-010	1524349491
1	10	abac-001	1548006176
1	11	abac-002	1541065990
1	12	abac-003	1520301549
1	13	abac-004	1569745061
1	14	abac-005	1570950452
1	15	abac-006	1496490406
1	16	abac-007	1535816634
1	17	abac-008	1528275530
1	18	abac-009	1510452742
1	19	abac-010	1553567614
