worker	iteration	scenario_id	latency_ns
2	18	abac-009	5218921048
2	19	abac-010	4549692823
3	0	abac-001	5115806874
3	1	abac-002	5225564195
3	2	abac-003	5018801816
3	3	abac-004	4828709073
3	4	abac-005	4988631105
3	5	abac-006	4772789403
3	6	abac-007	4521619004
3	7	abac-008	4776706349
3	8	abac-009	4914075938
3	9	abac-010	4930803463
3	10	abac-001	5084388551
3	11	abac-002	5198932253
3	12	abac-003	4690045384
3	13	abac-004	4770309040
3	14	abac-005	5365516953
3	15	abac-006	5183661964
3	16	abac-007	5236112339
3	17	abac-008	5260891126
3	18	abac-009	5242931456
3	19	abac-010	3967695578
4	0	abac-001	4821050969
4	1	abac-002	4593143170
4	2	abac-003	4795282054
4	3	abac-004	4382450887
4	4	abac-005	4276314888
4	5	abac-006	5296424854
4	6	abac-007	4828049840
4	7	abac-008	5378797614
4	8	abac-009	4790551895
4	9	abac-010	5173863357
4	10	abac-001	5384519521
4	11	abac-002	4909031713
4	12	abac-003	5138084768
4	13	abac-004	5119730236
4	14	abac-005	4947840711
4	15	abac-006	5191011703
4	16	abac-007	5350173444
4	17	abac-008	5176663815
4	18	abac-009	4737107224
4	19	abac-010	4323652570
5	0	abac-001	5195541066
5	1	abac-002	4931420523
5	2	abac-003	4837901492
5	3	abac-004	4725727034
5	4	abac-005	5128188224
5	5	abac-006	4937098545
5	6	abac-007	4953520569
5	7	abac-008	4831506206
5	8	abac-009	4807444265
5	9	abac-010	4813058522
5	10	abac-001	4828576128
5	11	abac-002	4773443279
5	12	abac-003	4953284535
5	13	abac-004	5348589404
5	14	abac-005	5250850981
5	15	abac-006	5316238577
5	16	abac-007	5301810789
5	17	abac-008	4927338709
5	18	abac-009	5350950464
5	19	abac-010	3909740233
6	0	abac-001	4858652975
6	1	abac-002	4753083312
6	2	abac-003	4688639411
6	3	abac-004	4806824123
6	4	abac-005	4945540951
6	5	abac-006	4514929087
6	6	abac-007	5406407489
6	7	abac-008	4977539814
6	8	abac-009	4657590389
6	9	abac-010	5090697098
6	10	abac-001	4928530386
6	11	abac-002	4301692958
6	12	abac-003	4826098335
6	13	abac-004	5318967643
6	14	abac-005	5118141332
6	15	abac-006	4621616161
6	16	abac-007	4952150369
6	17	abac-008	4796121383
6	18	abac-009	4766609014
6	19	abac-010	4591813908
7	0	abac-001	4696791086
7	1	abac-002	4979777826
7	2	abac-003	4654456618
7	3	abac-004	5201336639
7	4	abac-005	4957599454
7	5	abac-006	5475475358
7	6	abac-007	4791911654
7	7	abac-008	5039462915
7	8	abac-009	5276528224
7	9	abac-010	4921963207
7	10	abac-001	5077841876
7	11	abac-002	4615835247
7	12	abac-003	5047831246
7	13	abac-004	4695730796
7	14	abac-005	4996560722
7	15	abac-006	4511575344
7	16	abac-007	4996659658
7	17	abac-008	4693864220
7	18	abac-009	4445687950
7	19	abac-010	4994448715
0	0	abac-001	4658338425
0	1	abac-002	5451859741
0	2	abac-003	4542550828
0	3	abac-004	5114665592
0	4	abac-005	4911682027
0	5	abac-006	4839363689
0	6	abac-007	4937876390
0	7	abac-008	4899741481
0	8	abac-009	4360791812
0	9	abac-010	4932743442
0	10	abac-001	4559620752
0	11	abac-002	5025679621
0	12	abac-003	5092791605
0	13	abac-004	5228109048
0	14	abac-005	5250032909
0	15	abac-006	5177851063
0	16	abac-007	5244797983
0	17	abac-008	4788142220
0	18	abac-009	5312391371
0	19	abac-010	4420989953
1	0	abac-001	5107228112
1	1	abac-002	5345417807
1	2	abac-003	4399459067
1	3	abac-004	4989851757
1	4	abac-005	4763553540
1	5	abac-006	4719499201
1	6	abac-007	4810254774
1	7	abac-008	4389266921
1	8	abac-009	4981904484
1	9	abac-010	5200576971
1	10	abac-001	5316022640
1	11	abac-002	5402514753
1	12	abac-003	5086806514
1	13	abac-004	4830995709
1	14	abac-005	4826115069
1	15	abac-006	4738875421
1	16	abac-007	5218803375
1	17	abac-008	5260445447
1	18	abac-009	4575912408
1	19	abac-010	4678218862
2	0	abac-001	4720656859
2	1	abac-002	4678000712
2	2	abac-003	4900716860
2	3	abac-004	5162701336
2	4	abac-005	5086421658
2	5	abac-006	5267551552
2	6	abac-007	4651967246
2	7	abac-008	5124646629
2	8	abac-009	4840905710
2	9	abac-010	4841939612
2	10	abac-001	5015599432
2	11	abac-002	5211269489
2	12	abac-003	5316551418
2	13	abac-004	4904786344
2	14	abac-005	4415648051
2	15	abac-006	4716208189
2	16	abac-007	4723880682
2	17	abac-008	5051497087
2	18	abac-009	4710710479
2	19	abac-010	4669475456
3	0	abac-001	4377937779
3	1	abac-002	4571483332
3	2	abac-003	4222570276
3	3	abac-004	5563900940
3	4	abac-005	4559302789
3	5	abac-006	5336374415
3	6	abac-007	4745928266
3	7	abac-008	5084369318
3	8	abac-009	5068006260
3	9	abac-010	5164326032
3	10	abac-001	4784525213
3	11	abac-002	4983750629
3	12	abac-003	4500415186
3	13	abac-004	4936278613
3	14	abac-005	4336973068
3	15	abac-006	4852874311
3	16	abac-007	4140961614
3	17	abac-008	4966774239
3	18	abac-009	4797422753
3	19	abac-010	5285201870
4	0	abac-001	4791617547
4	1	abac-002	4885870665
4	2	abac-003	4650304763
4	3	abac-004	4882271626
4	4	abac-005	4716841526
4	5	abac-006	5376285193
4	6	abac-007	5041420300
4	7	abac-008	4612641981
4	8	abac-009	5238009895
4	9	abac-010	4454304682
4	10	abac-001	5054333726
4	11	abac-002	4656905069
4	12	abac-003	4990933395
4	13	abac-004	3997290752
4	14	abac-005	5073639402
4	15	abac-006	5324255403
4	16	abac-007	5060626077
4	17	abac-008	4941415466
4	18	abac-009	5010693286
4	19	abac-010	5195012921
5	0	abac-001	4628015498
5	1	abac-002	4941777553
5	2	abac-003	5015809363
5	3	abac-004	5279756168
5	4	abac-005	5108390814
5	5	abac-006	4853739014
5	6	abac-007	4820741402
5	7	abac-008	5121428639
5	8	abac-009	5042803590
5	9	abac-010	5192286134
5	10	abac-001	5336004530
5	11	abac-002	4977182893
5	12	abac-003	4555156369
5	13	abac-004	5037720823
5	14	abac-005	4481065825
5	15	abac-006	4654901965
5	16	abac-007	4445135397
5	17	abac-008	4739258655
5	18	abac-009	5223361528
5	19	abac-010	4990552846
6	0	abac-001	4848279447
6	1	abac-002	5132670847
6	2	abac-003	4834670915
6	3	abac-004	4901759930
6	4	abac-005	5011048932
6	5	abac-006	4962045804
6	6	abac-007	5025675971
6	7	abac-008	5072626386
6	8	abac-009	4774910320
6	9	abac-010	5255916991
6	10	abac-001	4654204713
6	11	abac-002	4813909672
6	12	abac-003	4509327374
6	13	abac-004	5913881854
6	14	abac-005	4555800046
6	15	abac-006	5096892253
6	16	abac-007	4932886788
6	17	abac-008	4890846053
6	18	abac-009	5127395860
6	19	abac-010	4393118491
7	0	abac-001	4780293199
7	1	abac-002	5159790110
7	2	abac-003	4833239926
7	3	abac-004	5179656867
7	4	abac-005	5279727698
7	5	abac-006	4930037972
7	6	abac-007	4563329545
7	7	abac-008	5356603495
7	8	abac-009	4824564112
7	9	abac-010	5016643951
7	10	abac-001	4917133578
7	11	abac-002	5134026694
7	12	abac-003	5203090319
7	13	abac-004	5285488833
7	14	abac-005	4730804737
7	15	abac-006	4545452679
7	16	abac-007	4864364120
7	17	abac-008	5259505893
7	18	abac-009	4526216040
7	19	abac-010	4369244232
