worker	iteration	scenario_id	latency_ns
0	0	abac-001	2549895407
0	1	abac-002	2585979366
0	2	abac-003	3150030582
0	3	abac-004	2619709133
0	4	abac-005	2494550517
0	5	abac-006	2895817020
0	6	abac-007	2788365499
0	7	abac-008	2473170808
0	8	abac-009	2821191236
0	9	abac-010	2594206085
0	10	abac-001	2557078037
0	11	abac-002	2554942237
0	12	abac-003	2235963355
0	13	abac-004	2005197615
0	14	abac-005	2601484618
0	15	abac-006	2329059801
0	16	abac-007	2827342209
0	17	abac-008	2842356077
0	18	abac-009	2540085602
0	19	abac-010	2657900402
1	0	abac-001	2954016678
1	1	abac-002	2892517989
1	2	abac-003	2659705643
1	3	abac-004	2593207712
1	4	abac-005	2975891786
1	5	abac-006	2584938348
1	6	abac-007	2548246395
1	7	abac-008	2594755324
1	8	abac-009	2538867345
1	9	abac-010	2789224782
1	10	abac-001	2642455750
1	11	abac-002	2796841077
1	12	abac-003	2538989593
1	13	abac-004	2959658019
1	14	abac-005	2508028020
1	15	abac-006	2123896213
1	16	abac-007	2467834484
1	17	abac-008	2103937953
1	18	abac-009	2391442049
1	19	abac-010	2476274208
2	0	abac-001	2922095114
2	1	abac-002	2693832942
2	2	abac-003	2912888135
2	3	abac-004	2536252927
2	4	abac-005	2679931730
2	5	abac-006	2786387665
2	6	abac-007	2741216215
2	7	abac-008	2617152628
2	8	abac-009	2568297908
2	9	abac-010	2586015425
2	10	abac-001	2619562782
2	11	abac-002	2542224747
2	12	abac-003	2780920164
2	13	abac-004	2707772250
2	14	abac-005	2839507928
2	15	abac-006	2677688253
2	16	abac-007	2810735069
2	17	abac-008	2935238826
2	18	abac-009	2946908529
2	19	abac-010	1618032698
3	0	abac-001	2857166133
3	1	abac-002	3044513185
3	2	abac-003	2728687900
3	3	abac-004	2750893943
3	4	abac-005	2502341172
3	5	abac-006	2377052789
3	6	abac-007	2625000277
3	7	abac-008	2638172287
3	8	abac-009	2804232664
3	9	abac-010	2705316816
3	10	abac-001	2357687388
3	11	abac-002	2935242233
3	12	abac-003	2894970808
3	13	abac-004	2701091959
3	14	abac-005	2999761214
3	15	abac-006	2817426182
3	16	abac-007	2593527484
3	17	abac-008	2998737427
3	18	abac-009	2641646414
3	19	abac-010	1642823163
0	0	abac-001	2512888375
0	1	abac-002	2581680459
0	2	abac-003	2682188069
0	3	abac-004	2941605898
0	4	abac-005	2733809486
0	5	abac-006	2329071599
0	6	abac-007	2967320491
0	7	abac-008	2936018796
0	8	abac-009	2538337983
0	9	abac-010	2865343780
0	10	abac-001	2531530704
0	11	abac-002	2971998773
0	12	abac-003	2590380111
0	13	abac-004	2719927100
0	14	abac-005	3087703077
0	15	abac-006	2818113612
0	16	abac-007	2811472544
0	17	abac-008	2392694395
0	18	abac-009	2848085926
0	19	abac-010	1787948945
1	0	abac-001	2674425557
1	1	abac-002	2737947755
1	2	abac-003	2960417287
1	3	abac-004	3219300890
1	4	abac-005	2804230875
1	5	abac-006	3167367639
1	6	abac-007	2732078460
1	7	abac-008	2852334105
1	8	abac-009	2641774511
1	9	abac-010	2890285399
1	10	abac-001	2704637807
1	11	abac-002	2503650579
1	12	abac-003	2747761714
1	13	abac-004	2510224889
1	14	abac-005	2398096284
1	15	abac-006	2738799971
1	16	abac-007	2978089871
1	17	abac-008	2387134748
1	18	abac-009	2400773055
1	19	abac-010	1808492840
2	0	abac-001	2610869430
2	1	abac-002	2650645823
2	2	abac-003	2148467283
2	3	abac-004	2460181625
2	4	abac-005	2440302254
2	5	abac-006	2850118149
2	6	abac-007	2358991891
2	7	abac-008	2746550637
2	8	abac-009	2742298339
2	9	abac-010	2446320776
2	10	abac-001	2486210911
2	11	abac-002	2331464267
2	12	abac-003	2836291503
2	13	abac-004	2957998247
2	14	abac-005	2413681500
2	15	abac-006	2513863001
2	16	abac-007	2590464321
2	17	abac-008	2688262422
2	18	abac-009	2305566014
2	19	abac-010	2839475577
3	0	abac-001	2749289547
3	1	abac-002	2836935764
3	2	abac-003	3013075636
3	3	abac-004	2902824205
3	4	abac-005	2558934473
3	5	abac-006	2648235368
3	6	abac-007	2553435094
3	7	abac-008	2503528301
3	8	abac-009	2862095167
3	9	abac-010	2777434415
3	10	abac-001	2223963358
3	11	abac-002	2609034769
3	12	abac-003	2724345020
3	13	abac-004	2869757139
3	14	abac-005	2624972902
3	15	abac-006	2926427643
3	16	abac-007	2008131477
3	17	abac-008	2968982955
3	18	abac-009	2434030027
3	19	abac-010	2001016057
0	0	abac-001	2908620348
0	1	abac-002	2871848414
0	2	abac-003	2888176087
0	3	abac-004	2563592585
0	4	abac-005	2422884472
0	5	abac-006	2211798718
0	6	abac-007	2662680326
0	7	abac-008	2723893338
0	8	abac-009	2563641358
0	9	abac-010	2800099604
0	10	abac-001	2556639196
0	11	abac-002	2680814532
0	12	abac-003	2203498015
0	13	abac-004	2908209779
0	14	abac-005	2566306953
0	15	abac-006	2361866510
0	16	abac-007	2434148122
0	17	abac-008	2959543159
0	18	abac-009	2501898436
0	19	abac-010	2338285448
1	0	abac-001	2649960951
1	1	abac-002	3038061426
1	2	abac-003	2710219727
1	3	abac-004	2860594335
1	4	abac-005	2366640494
1	5	abac-006	2277748132
1	6	abac-007	2507616930
1	7	abac-008	2648525490
1	8	abac-009	2670151717
1	9	abac-010	2383779356
1	10	abac-001	2878802324
1	11	abac-002	2757335387
1	12	abac-003	3196977100
1	13	abac-004	2706941195
1	14	abac-005	2537856941
1	15	abac-006	2702326991
1	16	abac-007	2379840089
1	17	abac-008	2484848430
1	18	abac-009	2679246095
1	19	abac-010	2389069063
2	0	abac-001	2996844702
2	1	abac-002	2577481990
2	2	abac-003	2248047629
2	3	abac-004	2375102007
2	4	abac-005	2542566809
2	5	abac-006	2769765659
2	6	abac-007	2948164371
2	7	abac-008	2659220758
2	8	abac-009	2778370040
2	9	abac-010	2997678850
2	10	abac-001	2822181280
2	11	abac-002	2649008159
2	12	abac-003	2871774395
2	13	abac-004	2617995210
2	14	abac-005	3134037313
2	15	abac-006	3141442467
2	16	abac-007	2968234901
2	17	abac-008	2586456074
2	18	abac-009	2470273105
2	19	abac-010	1461769790
3	0	abac-001	2702727615
3	1	abac-002	2417679466
3	2	abac-003	2820484694
3	3	abac-004	2350559036
3	4	abac-005	2853226801
3	5	abac-006	2758574014
3	6	abac-007	2575348985
3	7	abac-008	2500104689
3	8	abac-009	2698808877
3	9	abac-010	2612613851
3	10	abac-001	2438471296
3	11	abac-002	2474526062
3	12	abac-003	2460359868
3	13	abac-004	2835552100
3	14	abac-005	2632457492
3	15	abac-006	2587103467
3	16	abac-007	2362865080
3	17	abac-008	2527073862
3	18	abac-009	2729137853
3	19	abac-010	1823247671
