worker	iteration	scenario_id	latency_ns
4	0	abac-001	24523562
4	1	abac-002	7851941
4	2	abac-003	10160474
4	3	abac-004	6558817
4	4	abac-005	23820459
4	5	abac-006	5913216
4	6	abac-007	38914280
4	7	abac-008	4034473
4	8	abac-009	37323972
4	9	abac-010	2905602
4	10	abac-001	12469673
4	11	abac-002	6347914
4	12	abac-003	2939772
4	13	abac-004	3853089
4	14	abac-005	7747469
4	15	abac-006	5141663
4	16	abac-007	2800590
4	17	abac-008	2870833
4	18	abac-009	3593864
4	19	abac-010	3321208
5	0	abac-001	25826506
5	1	abac-002	8746117
5	2	abac-003	47169629
5	3	abac-004	4705384
5	4	abac-005	29311777
5	5	abac-006	4140423
5	6	abac-007	4760696
5	7	abac-008	10690132
5	8	abac-009	4496222
5	9	abac-010	4986169
5	10	abac-001	19159805
5	11	abac-002	17291111
5	12	abac-003	4303487
5	13	abac-004	3456592
5	14	abac-005	2295052
5	15	abac-006	2572316
5	16	abac-007	2634748
5	17	abac-008	3052035
5	18	abac-009	2352403
5	19	abac-010	2466595
6	0	abac-001	28368181
6	1	abac-002	6577798
6	2	abac-003	7328563
6	3	abac-004	27695397
6	4	abac-005	20051061
6	5	abac-006	4094694
6	6	abac-007	14405279
6	7	abac-008	4415370
6	8	abac-009	4455641
6	9	abac-010	3400860
6	10	abac-001	4217445
6	11	abac-002	4436459
6	12	abac-003	4562923
6	13	abac-004	4367429
6	14	abac-005	3139926
6	15	abac-006	4151685
6	16	abac-007	3705767
6	17	abac-008	3515953
6	18	abac-009	12369633
6	19	abac-010	3971512
7	0	abac-001	52834891
7	1	abac-002	13922690
7	2	abac-003	4976899
7	3	abac-004	33304699
7	4	abac-005	4301787
7	5	abac-006	3834059
7	6	abac-007	4263547
7	7	abac-008	3331110
7	8	abac-009	5643972
7	9	abac-010	11809863
7	10	abac-001	3113817
7	11	abac-002	4622593
7	12	abac-003	3503302
7	13	abac-004	13423491
7	14	abac-005	5364776
7	15	abac-006	2752710
7	16	abac-007	4895287
7	17	abac-008	3657225
7	18	abac-009	2543895
7	19	abac-010	12780770
0	0	abac-001	2269831
0	1	abac-002	2695289
0	2	abac-003	2723919
0	3	abac-004	3154576
0	4	abac-005	6781662
0	5	abac-006	9107273
0	6	abac-007	4905338
0	7	abac-008	16615299
0	8	abac-009	13355870
0	9	abac-010	2864572
0	10	abac-001	2206139
0	11	abac-002	11861263
0	12	abac-003	2428374
0	13	abac-004	2557196
0	14	abac-005	2209369
0	15	abac-006	2290562
0	16	abac-007	2479105
0	17	abac-008	2138589
0	18	abac-009	4067424
0	19	abac-010	12492934
1	0	abac-001	2803130
1	1	abac-002	2634267
1	2	abac-003	2819660
1	3	abac-004	11724841
1	4	abac-005	4413719
1	5	abac-006	7006156
1	6	abac-007	4188015
1	7	abac-008	8058705
1	8	abac-009	26787073
1	9	abac-010	1662600
1	10	abac-001	1847213
1	11	abac-002	17618697
1	12	abac-003	1763132
1	13	abac-004	1633090
1	14	abac-005	4198266
1	15	abac-006	1978806
1	16	abac-007	2140328
1	17	abac-008	1696850
1	18	abac-009	4636904
1	19	abac-010	2420364
2	0	abac-001	3084605
2	1	abac-002	2967374
2	2	abac-003	3257729
2	3	abac-004	4492601
2	4	abac-005	5889905
2	5	abac-006	7156910
2	6	abac-007	2530796
2	7	abac-008	3869209
2	8	abac-009	10827915
2	9	abac-010	8196247
2	10	abac-001	11824693
2	11	abac-002	1784383
2	12	abac-003	1467286
2	13	abac-004	1681310
2	14	abac-005	1681830
2	15	abac-006	12809260
2	16	abac-007	10912006
2	17	abac-008	4511922
2	18	abac-009	1822383
2	19	abac-010	4446260
3	0	abac-001	5655271
3	1	abac-002	3256829
3	2	abac-003	9157035
3	3	abac-004	18858530
3	4	abac-005	13700436
3	5	abac-006	14687504
3	6	abac-007	1501798
3	7	abac-008	1600979
3	8	abac-009	2006546
3	9	abac-010	1687130
3	10	abac-001	1848444
3	11	abac-002	1644738
3	12	abac-003	2068087
3	13	abac-004	6382215
3	14	abac-005	1996617
3	15	abac-006	2194479
3	16	abac-007	1991626
3	17	abac-008	1992886
3	18	abac-009	8335531
3	19	abac-010	4085744
4	0	abac-001	5259395
4	1	abac-002	2586777
4	2	abac-003	8729467
4	3	abac-004	14321157
4	4	abac-005	10445888
4	5	abac-006	11272092
4	6	abac-007	1965205
4	7	abac-008	1871524
4	8	abac-009	21122479
4	9	abac-010	1703550
4	10	abac-001	4009601
4	11	abac-002	16015858
4	12	abac-003	2372453
4	13	abac-004	2890433
4	14	abac-005	1623630
4	15	abac-006	1637679
4	16	abac-007	1596748
4	17	abac-008	1601929
4	18	abac-009	1603319
4	19	abac-010	1460656
5	0	abac-001	3863339
5	1	abac-002	13045965
5	2	abac-003	7915742
5	3	abac-004	3784958
5	4	abac-005	10035180
5	5	abac-006	13495482
5	6	abac-007	2146220
5	7	abac-008	1928815
5	8	abac-009	16300573
5	9	abac-010	1629529
5	10	abac-001	1752611
5	11	abac-002	1731451
5	12	abac-003	2246991
5	13	abac-004	1642410
5	14	abac-005	3840789
5	15	abac-006	1832853
5	16	abac-007	2121479
5	17	abac-008	2000106
5	18	abac-009	11934845
5	19	abac-010	2256781
6	0	abac-001	9792746
6	1	abac-002	7553546
6	2	abac-003	11163751
6	3	abac-004	3282510
6	4	abac-005	13523904
6	5	abac-006	8159497
6	6	abac-007	1869744
6	7	abac-008	1942215
6	8	abac-009	3117766
6	9	abac-010	1601658
6	10	abac-001	1737601
6	11	abac-002	18733778
6	12	abac-003	3233708
6	13	abac-004	1927244
6	14	abac-005	2028265
6	15	abac-006	1995715
6	16	abac-007	1775612
6	17	abac-008	1825873
6	18	abac-009	5494929
6	19	abac-010	1862283
7	0	abac-001	8621995
7	1	abac-002	7283332
7	2	abac-003	11037479
7	3	abac-004	5115612
7	4	abac-005	4826337
7	5	abac-006	33843078
7	6	abac-007	2039577
7	7	abac-008	1638508
7	8	abac-009	1666230
7	9	abac-010	3803999
7	10	abac-001	3472193
7	11	abac-002	2866521
7	12	abac-003	1876554
7	13	abac-004	2250421
7	14	abac-005	14137953
7	15	abac-006	1670270
7	16	abac-007	1612749
7	17	abac-008	1648878
7	18	abac-009	1606029
7	19	abac-010	1639689
0	0	abac-001	2446243
0	1	abac-002	1960696
0	2	abac-003	2746609
0	3	abac-004	1893853
0	4	abac-005	18636316
0	5	abac-006	2399384
0	6	abac-007	2401072
0	7	abac-008	2080887
0	8	abac-009	2227800
0	9	abac-010	3202967
0	10	abac-001	2500926
0	11	abac-002	5787784
0	12	abac-003	2349863
0	13	abac-004	2606026
0	14	abac-005	11610489
0	15	abac-006	1917014
0	16	abac-007	1971137
0	17	abac-008	2016236
0	18	abac-009	1805741
0	19	abac-010	1938185
1	0	abac-001	1786143
1	1	abac-002	1733071
1	2	abac-003	17372723
1	3	abac-004	1548798
1	4	abac-005	1974426
1	5	abac-006	3283389
1	6	abac-007	2095338
1	7	abac-008	1546128
1	8	abac-009	1643519
1	9	abac-010	1556558
1	10	abac-001	2106317
1	11	abac-002	6101299
1	12	abac-003	1797203
1	13	abac-004	11831252
1	14	abac-005	1474797
1	15	abac-006	1433046
1	16	abac-007	1575627
1	17	abac-008	1708790
1	18	abac-009	1640760
1	19	abac-010	13278879
2	0	abac-001	2298261
2	1	abac-002	1861914
2	2	abac-003	3366991
2	3	abac-004	2362751
2	4	abac-005	11871453
2	5	abac-006	1573878
2	6	abac-007	1446077
2	7	abac-008	2262900
2	8	abac-009	14158585
2	9	abac-010	1852143
2	10	abac-001	1464397
2	11	abac-002	2153568
2	12	abac-003	2199390
2	13	abac-004	1783392
2	14	abac-005	2458463
2	15	abac-006	20931017
2	16	abac-007	1533197
2	17	abac-008	2127759
2	18	abac-009	1780243
2	19	abac-010	7004486
3	0	abac-001	12041346
3	1	abac-002	1886214
3	2	abac-003	1821533
3	3	abac-004	1843124
3	4	abac-005	2347181
3	5	abac-006	5434438
3	6	abac-007	1837424
3	7	abac-008	1589958
3	8	abac-009	1786693
3	9	abac-010	1759973
3	10	abac-001	9898559
3	11	abac-002	2938613
3	12	abac-003	2800740
3	13	abac-004	6851114
3	14	abac-005	1687960
3	15	abac-006	1588639
3	16	abac-007	1656611
3	17	abac-008	1703100
3	18	abac-009	1672449
3	19	abac-010	2206600
4	0	abac-001	2893771
4	1	abac-002	2343842
4	2	abac-003	6576698
4	3	abac-004	1702441
4	4	abac-005	1643470
4	5	abac-006	1864783
4	6	abac-007	1559289
4	7	abac-008	1483787
4	8	abac-009	2159069
4	9	abac-010	13177797
4	10	abac-001	2098769
4	11	abac-002	2265661
4	12	abac-003	1614000
4	13	abac-004	2025946
4	14	abac-005	1966795
4	15	abac-006	2490355
4	16	abac-007	2078337
4	17	abac-008	26662859
4	18	abac-009	1829701
4	19	abac-010	1612918
5	0	abac-001	24100543
5	1	abac-002	1500877
5	2	abac-003	1972645
5	3	abac-004	1488428
5	4	abac-005	1625419
5	5	abac-006	1721580
5	6	abac-007	9466189
5	7	abac-008	1992057
5	8	abac-009	21388394
5	9	abac-010	1619140
5	10	abac-001	1647698
5	11	abac-002	2042717
5	12	abac-003	1592229
5	13	abac-004	2663618
5	14	abac-005	7094168
5	15	abac-006	2023956
5	16	abac-007	2044636
5	17	abac-008	2140439
5	18	abac-009	2012276
5	19	abac-010	1813782
6	0	abac-001	10182583
6	1	abac-002	1776162
6	2	abac-003	1649340
6	3	abac-004	1531118
6	4	abac-005	7774829
6	5	abac-006	11604510
6	6	abac-007	2836070
6	7	abac-008	2455824
6	8	abac-009	2457244
6	9	abac-010	2553556
6	10	abac-001	3064774
6	11	abac-002	15801285
6	12	abac-003	2140238
6	13	abac-004	1627229
6	14	abac-005	2264151
6	15	abac-006	1821413
6	16	abac-007	1820102
6	17	abac-008	3930100
6	18	abac-009	2229990
6	19	abac-010	2512536
7	0	abac-001	3847799
7	1	abac-002	17154339
7	2	abac-003	11358503
7	3	abac-004	3021344
7	4	abac-005	7028597
7	5	abac-006	2420244
7	6	abac-007	2565556
7	7	abac-008	1885804
7	8	abac-009	12412094
7	9	abac-010	1781442
7	10	abac-001	2003555
7	11	abac-002	1626610
7	12	abac-003	1677750
7	13	abac-004	1629839
7	14	abac-005	1588909
7	15	abac-006	2346361
7	16	abac-007	6217292
7	17	abac-008	2111949
7	18	abac-009	2131259
7	19	abac-010	2007866
