worker	iteration	scenario_id	latency_ns
0	0	abac-001	13026864
0	1	abac-002	8812448
0	2	abac-003	7568196
0	3	abac-004	6710931
0	4	abac-005	7322512
0	5	abac-006	7300501
0	6	abac-007	7847171
0	7	abac-008	5464578
0	8	abac-009	13213898
0	9	abac-010	3779757
0	10	abac-001	3386600
0	11	abac-002	5490358
0	12	abac-003	5522589
0	13	abac-004	5076952
0	14	abac-005	4323908
0	15	abac-006	4108563
0	16	abac-007	4523632
0	17	abac-008	3693247
0	18	abac-009	2712678
0	19	abac-010	2426053
1	0	abac-001	10571930
1	1	abac-002	8074735
1	2	abac-003	6826873
1	3	abac-004	7023737
1	4	abac-005	5002480
1	5	abac-006	6237024
1	6	abac-007	6833803
1	7	abac-008	5209434
1	8	abac-009	4841217
1	9	abac-010	3908249
1	10	abac-001	8155557
1	11	abac-002	3918110
1	12	abac-003	3013164
1	13	abac-004	4425620
1	14	abac-005	5033211
1	15	abac-006	2954143
1	16	abac-007	3495353
1	17	abac-008	4715345
1	18	abac-009	3382880
1	19	abac-010	3707977
2	0	abac-001	9767065
2	1	abac-002	7800041
2	2	abac-003	7257540
2	3	abac-004	7102438
2	4	abac-005	5025111
2	5	abac-006	6677420
2	6	abac-007	6921825
2	7	abac-008	7795260
2	8	abac-009	5534599
2	9	abac-010	12175250
2	10	abac-001	3274339
2	11	abac-002	4686264
2	12	abac-003	5757264
2	13	abac-004	5355766
2	14	abac-005	4346488
2	15	abac-006	4017313
2	16	abac-007	4464950
2	17	abac-008	5440619
2	18	abac-009	3355181
2	19	abac-010	2455784
3	0	abac-001	13441011
3	1	abac-002	5566470
3	2	abac-003	5578531
3	3	abac-004	5281565
3	4	abac-005	5866085
3	5	abac-006	4501482
3	6	abac-007	4555252
3	7	abac-008	7302752
3	8	abac-009	4783095
3	9	abac-010	12088668
3	10	abac-001	3593935
3	11	abac-002	3008265
3	12	abac-003	3479512
3	13	abac-004	4583674
3	14	abac-005	5058740
3	15	abac-006	3361630
3	16	abac-007	2923373
3	17	abac-008	3415481
3	18	abac-009	3737997
3	19	abac-010	4946839
0	0	abac-001	5082231
0	1	abac-002	2747649
0	2	abac-003	3193358
0	3	abac-004	2681737
0	4	abac-005	6039000
0	5	abac-006	2589777
0	6	abac-007	2249841
0	7	abac-008	2478914
0	8	abac-009	2223770
0	9	abac-010	2091598
0	10	abac-001	2669799
0	11	abac-002	2859992
0	12	abac-003	3363590
0	13	abac-004	2346892
0	14	abac-005	2265071
0	15	abac-006	2082557
0	16	abac-007	2167309
0	17	abac-008	2830801
0	18	abac-009	2164608
0	19	abac-010	2334482
1	0	abac-001	4977309
1	1	abac-002	2867603
1	2	abac-003	2990443
1	3	abac-004	3459442
1	4	abac-005	6473726
1	5	abac-006	2585877
1	6	abac-007	2580937
1	7	abac-008	2416662
1	8	abac-009	2252171
1	9	abac-010	2077727
1	10	abac-001	3072575
1	11	abac-002	2497904
1	12	abac-003	2208900
1	13	abac-004	2968653
1	14	abac-005	2382654
1	15	abac-006	2093297
1	16	abac-007	2125408
1	17	abac-008	2370832
1	18	abac-009	2286102
1	19	abac-010	2168829
2	0	abac-001	5345316
2	1	abac-002	2813700
2	2	abac-003	3345691
2	3	abac-004	2664388
2	4	abac-005	6625449
2	5	abac-006	3026784
2	6	abac-007	2488145
2	7	abac-008	2442084
2	8	abac-009	2295131
2	9	abac-010	2737869
2	10	abac-001	3039495
2	11	abac-002	3436213
2	12	abac-003	3264298
2	13	abac-004	2595087
2	14	abac-005	2183220
2	15	abac-006	2271780
2	16	abac-007	2375643
2	17	abac-008	2379892
2	18	abac-009	2689099
2	19	abac-010	2403494
3	0	abac-001	5413087
3	1	abac-002	3099167
3	2	abac-003	3345560
3	3	abac-004	3294740
3	4	abac-005	6173231
3	5	abac-006	2632257
3	6	abac-007	3148628
3	7	abac-008	2788740
3	8	abac-009	2662178
3	9	abac-010	3279299
3	10	abac-001	2595367
3	11	abac-002	2569427
3	12	abac-003	2784289
3	13	abac-004	2623367
3	14	abac-005	2554697
3	15	abac-006	3408901
3	16	abac-007	2681157
3	17	abac-008	3035214
3	18	abac-009	2536596
3	19	abac-010	2474235
0	0	abac-001	4430120
0	1	abac-002	2941533
0	2	abac-003	2777460
0	3	abac-004	2721749
0	4	abac-005	3299169
0	5	abac-006	2731649
0	6	abac-007	2817430
0	7	abac-008	2951682
0	8	abac-009	2714499
0	9	abac-010	3463791
0	10	abac-001	2671458
0	11	abac-002	3685357
0	12	abac-003	2990324
0	13	abac-004	3013314
0	14	abac-005	2940643
0	15	abac-006	5960057
0	16	abac-007	3188497
0	17	abac-008	2784540
0	18	abac-009	2140438
0	19	abac-010	2135119
1	0	abac-001	2847202
1	1	abac-002	2826770
1	2	abac-003	2715518
1	3	abac-004	3680805
1	4	abac-005	2711149
1	5	abac-006	2825190
1	6	abac-007	2696089
1	7	abac-008	3494813
1	8	abac-009	2947143
1	9	abac-010	2891773
1	10	abac-001	3635126
1	11	abac-002	3879811
1	12	abac-003	2973123
1	13	abac-004	3031605
1	14	abac-005	2942383
1	15	abac-006	5973848
1	16	abac-007	3176046
1	17	abac-008	3166607
1	18	abac-009	1933354
1	19	abac-010	2011825
2	0	abac-001	4423210
2	1	abac-002	3548584
2	2	abac-003	2908602
2	3	abac-004	3046784
2	4	abac-005	2923193
2	5	abac-006	2728159
2	6	abac-007	3809079
2	7	abac-008	2880593
2	8	abac-009	2998675
2	9	abac-010	3842759
2	10	abac-001	4121024
2	11	abac-002	3545794
2	12	abac-003	2820302
2	13	abac-004	2637017
2	14	abac-005	5850305
2	15	abac-006	3129837
2	16	abac-007	3397550
2	17	abac-008	1973307
2	18	abac-009	2114318
2	19	abac-010	1829963
3	0	abac-001	4565661
3	1	abac-002	3653845
3	2	abac-003	4181464
3	3	abac-004	3797128
3	4	abac-005	3353361
3	5	abac-006	4236236
3	6	abac-007	3284370
3	7	abac-008	3897840
3	8	abac-009	3188427
3	9	abac-010	3251128
3	10	abac-001	3713407
3	11	abac-002	3119066
3	12	abac-003	6205962
3	13	abac-004	2150808
3	14	abac-005	2703739
3	15	abac-006	3440612
3	16	abac-007	2450515
3	17	abac-008	2201230
3	18	abac-009	1988976
3	19	abac-010	1769852
