worker	iteration	scenario_id	latency_ns
7	4	abac-005	7150495
7	5	abac-006	7496987
7	6	abac-007	25184730
7	7	abac-008	8779126
7	8	abac-009	7323376
7	9	abac-010	2211731
7	10	abac-001	7477858
7	11	abac-002	2629715
7	12	abac-003	14382200
7	13	abac-004	1958095
7	14	abac-005	2301189
7	15	abac-006	2235709
7	16	abac-007	2602345
7	17	abac-008	2486012
7	18	abac-009	1799953
7	19	abac-010	1794084
0	0	abac-001	2018286
0	1	abac-002	2447263
0	2	abac-003	7696661
0	3	abac-004	3059881
0	4	abac-005	3015171
0	5	abac-006	1798233
0	6	abac-007	2006697
0	7	abac-008	2660225
0	8	abac-009	2034547
0	9	abac-010	1816235
0	10	abac-001	2049826
0	11	abac-002	21277871
0	12	abac-003	5222198
0	13	abac-004	26342266
0	14	abac-005	1532250
0	15	abac-006	2973169
0	16	abac-007	1206246
0	17	abac-008	7593820
0	18	abac-009	1106794
0	19	abac-010	1216245
1	0	abac-001	1716683
1	1	abac-002	2172399
1	2	abac-003	3416245
1	3	abac-004	2766735
1	4	abac-005	5036256
1	5	abac-006	5822178
1	6	abac-007	1776744
1	7	abac-008	1959856
1	8	abac-009	1844694
1	9	abac-010	1572890
1	10	abac-001	1381079
1	11	abac-002	1825384
1	12	abac-003	49820456
1	13	abac-004	1367578
1	14	abac-005	1991417
1	15	abac-006	1146315
1	16	abac-007	1377118
1	17	abac-008	2232150
1	18	abac-009	1894144
1	19	abac-010	1316457
2	0	abac-001	1676771
2	1	abac-002	1842184
2	2	abac-003	22898372
2	3	abac-004	1849725
2	4	abac-005	2622895
2	5	abac-006	6561097
2	6	abac-007	3905501
2	7	abac-008	13126042
2	8	abac-009	3094952
2	9	abac-010	21078508
2	10	abac-001	1179405
2	11	abac-002	3118610
2	12	abac-003	2559343
2	13	abac-004	1909086
2	14	abac-005	1993166
2	15	abac-006	1121094
2	16	abac-007	1414878
2	17	abac-008	1298378
2	18	abac-009	1103694
2	19	abac-010	1381588
3	0	abac-001	2228578
3	1	abac-002	3957102
3	2	abac-003	18486403
3	3	abac-004	1947376
3	4	abac-005	2005688
3	5	abac-006	1782513
3	6	abac-007	6723628
3	7	abac-008	3935451
3	8	abac-009	2493613
3	9	abac-010	35775781
3	10	abac-001	1375427
3	11	abac-002	1221146
3	12	abac-003	1576460
3	13	abac-004	1598861
3	14	abac-005	2384831
3	15	abac-006	1087695
3	16	abac-007	1267456
3	17	abac-008	1536220
3	18	abac-009	1351178
3	19	abac-010	1281727
4	0	abac-001	2175948
4	1	abac-002	4530870
4	2	abac-003	2939229
4	3	abac-004	2012647
4	4	abac-005	2526893
4	5	abac-006	2125128
4	6	abac-007	1779554
4	7	abac-008	1892484
4	8	abac-009	1526830
4	9	abac-010	11544672
4	10	abac-001	2144199
4	11	abac-002	5667364
4	12	abac-003	10821903
4	13	abac-004	3516975
4	14	abac-005	23046203
4	15	abac-006	4106423
4	16	abac-007	1254706
4	17	abac-008	1294067
4	18	abac-009	1142655
4	19	abac-010	8889206
5	0	abac-001	2173358
5	1	abac-002	3058671
5	2	abac-003	3641259
5	3	abac-004	2590184
5	4	abac-005	2331321
5	5	abac-006	1429088
5	6	abac-007	1858605
5	7	abac-008	2027777
5	8	abac-009	1978937
5	9	abac-010	2090689
5	10	abac-001	1720102
5	11	abac-002	1688912
5	12	abac-003	2484913
5	13	abac-004	6970772
5	14	abac-005	4977035
5	15	abac-006	3303344
5	16	abac-007	3127792
5	17	abac-008	3658808
5	18	abac-009	2972669
5	19	abac-010	2885278
6	0	abac-001	1657481
6	1	abac-002	2095327
6	2	abac-003	2621064
6	3	abac-004	1930416
6	4	abac-005	2497133
6	5	abac-006	1806183
6	6	abac-007	1883265
6	7	abac-008	23128233
6	8	abac-009	4041193
6	9	abac-010	2751606
6	10	abac-001	2166108
6	11	abac-002	3575648
6	12	abac-003	17718843
6	13	abac-004	1217796
6	14	abac-005	14212886
6	15	abac-006	1176616
6	16	abac-007	1307367
6	17	abac-008	1325657
6	18	abac-009	1019783
6	19	abac-010	1144285
7	0	abac-001	2339341
7	1	abac-002	14051524
7	2	abac-003	2561294
7	3	abac-004	2119618
7	4	abac-005	7862943
7	5	abac-006	3276942
7	6	abac-007	5049056
7	7	abac-008	3584507
7	8	abac-009	2559874
7	9	abac-010	2494513
7	10	abac-001	20300257
7	11	abac-002	11432150
7	12	abac-003	1652302
7	13	abac-004	1600511
7	14	abac-005	1547419
7	15	abac-006	1054543
7	16	abac-007	1119554
7	17	abac-008	1270567
7	18	abac-009	997214
7	19	abac-010	1214945
